,exact_matches,partial_matches,len_cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,cosine_sim_pat_extract,pat_in_extracted_sentence,pxtraced_pattern_not_in_text_hall,pxtraced_pattern_in_text_hall,extracted_sentence_not_in_text_hall,extracted_sentence_in_text_hall,set_summ,set_truth,cosine_sim_truth,try_count,len_recognized_patterns,misperid
93,0,0,0,2,14,2,14,0.3067638,10,6,8,2,12,"{'cave location pattern', 'self discovery pattern', 'alternative community interest pattern', 'well location pattern', 'cult location history pattern', 'cult location pattern', 'cult location encounter pattern', 'cult location residence pattern', 'routine disruption pattern', 'dementia related disorientation pattern', 'adventurous disposition pattern', 'medical concern pattern', 'care home escape pattern', 'unannounced departure pattern'}","{'used aliases in past', 'living off grid'}",[],1,14,8526
94,0,1,0,0,22,1,22,0.56455284,0,22,0,2,20,"{'lost way during walk pattern', 'gets lost at home pattern', 'vanished from familiar location pattern', 'self harm attempt pattern', 'disorientation linked to condition pattern', 'last seen walking regular route pattern', 'diverted from expected location pattern', 'wrong bus boarding pattern', 'spotted at petting zoo far from home pattern', 'failed to return from volunteer work pattern', 'found safe near familiar location pattern', 'impromptu trip pattern', 'found near intended location pattern', 'wandering off from companion pattern', 'unintended route pattern', 'struggles with dementia pattern', 'underestimating navigation challenges pattern', 'vanished after visiting petting zoo pattern', 'wandered from resort into petting zoo pattern', 'traveled further than intended pattern', 'went missing with sister pattern', 'wandered from home to resort pattern'}",{'recently released from prison'},[],1,22,8542
95,0,2,0,3,6,5,6,0.20595331,0,5,1,0,6,"{'unpredictable behavior pattern', 'uncommunicative behavior pattern', 'spoken of disappearance pattern', 'suspicious location pattern', 'impulsive travel pattern', 'agitated state pattern'}","{'left home during argument', 'possible ferry boarding', 'missed work with no contact', 'foreign travel suspected', 'had spoken of disappearing'}",[],1,6,8575
96,0,2,0,2,9,4,9,0.25098822,0,1,15,1,15,"{'sudden departure pattern', 'self harm attempt pattern', 'sewer system interest pattern', 'disorientation pattern', 'cash withdrawal pattern', 'physical therapy visit pattern', 'cliff frequency pattern', 'preoccupation pattern', 'addiction struggle pattern'}","{'concerns over addiction', 'left in middle of night', 'recently moved to area', 'withdrew cash before leaving'}",[],1,9,8579
97,0,0,1,3,5,4,5,0.2590572,5,2,12,0,14,"{'no pattern', 'self imposed isolation pattern', 'unintentional wandering pattern', 'police intervention pattern', 'self declared disappearance pattern'}","{'used aliases in past', 'mental health facility patient', 'had spoken of disappearing', 'illegal employment status'}","[('had spoken of disappearing', 'self declared disappearance pattern')]",1,5,8597
98,0,3,1,2,9,6,9,0.45978937,0,18,1,0,19,"{'drug house visit pattern', 'hermit lifestyle interest pattern', 'paranoia about surveillance pattern', 'utility disconnection pattern', 'exploring pattern', 'withdrawn behavior pattern', 'attic access pattern', 'shopping mall visit pattern', 'social media activity pattern'}","{'believed to be squatting', 'has history of trauma', 'disconnected utilities before leaving', 'active on social media before vanishing', 'interested in hermit lifestyle', 'was paranoid about surveillance'}","[('disconnected utilities before leaving', 'utility disconnection pattern')]",1,9,8675
99,0,2,0,0,6,2,6,0.6096158,4,4,2,1,5,"{'disappearance during weather event', 'mental illness related disappearance', 'cognitive impairment related disappearance', 'self guided disappearance', 'storm related disappearance', 'decision making impairment'}","{'left during storm', 'undiagnosed mental illness'}",[],1,6,8700
100,1,2,1,1,27,5,27,0.4985099,1,29,0,1,28,"{'desert asylum pattern', 'camping along walking route pattern', 'self harm attempt pattern', 'cemetery association pattern', 'couchsurfing cognitive impairment pattern', 'cult location association pattern', 'forest area association pattern', 'abroad assisted living pattern', 'foreign country travel pattern', 'desert construction site camping pattern', 'synagogue association pattern', 'forest refuge pattern', 'construction site association pattern', 'cult site abroad pattern', 'domestic violence concerns pattern', 'overwhelmed by plans pattern', 'desert alone camping pattern', 'cult observation pattern', 'foreign country desert camping pattern', 'forest solace pattern', 'couchsurfing forest association pattern', 'couchsurfing camping pattern', 'suicidal ideation pattern', 'desert after incident pattern', 'solitary walking pattern', 'foreign country camping pattern', 'desert exploration pattern'}","{'believed to be homeless', 'was couch surfing', 'suicidal ideation', 'believed to be in forested area', 'believed to be camping'}","[('was couch surfing', 'couchsurfing cognitive impairment pattern')]",1,27,8713
101,1,2,0,0,23,3,23,0.43216208,1,38,0,5,33,"{'outdoor adventure pattern', 'relative sighting pattern', 'safe location pattern', 'self harm attempt pattern', 'disorientation pattern', 'family tracing pattern', 'mine sighting pattern', 'public tracing pattern', 'facility tracing pattern', 'rooftop tracing pattern', 'solitude desire pattern', 'identity crisis pattern', 'mine rooftop pattern', 'relative visit pattern', 'safe return pattern', 'facility report pattern', 'online group influence pattern', 'camping belief pattern', 'home report pattern', 'rooftop find pattern', 'rooftop meeting pattern', 'acquaintance tracing pattern', 'safe find pattern'}","{'in touch with unknown online group', 'believed to be camping', 'identity crisis'}",[],1,23,8723
102,0,4,0,2,12,6,12,0.46754548,1,12,0,4,8,"{'lost track of time pattern', 'voluntary disappearance pattern', 'hiking disappearance pattern', 'rooftop shelter pattern', 'locker room disappearance pattern', 'self harm attempt pattern', 'festival disappearance pattern', 'familiar hiking destination pattern', 'yoga rooftop pattern', 'rooftop pacing pattern', 'disorientation pattern', 'online hiking pattern'}","{'obsession with online game or group', 'disappeared after online interaction', 'foul weather incident', 'missing since court appearance', 'missing after outdoor festival', 'disappeared after hiking trip'}",[],1,12,8811
103,0,2,0,0,9,2,9,0.35967183,7,11,12,2,21,"{'library visit pattern', 'court appearance stress pattern', 'court appearance absence pattern', 'bathroom visit pattern', 'boat visit pattern', 'social media activity before event pattern', 'public park visit pattern', 'withdrawal after event pattern', 'social media activity after event pattern'}","{'missing since court appearance', 'active on social media before vanishing'}",[],1,9,8836
104,0,3,0,1,11,4,11,0.43350592,8,4,7,0,11,"{'', 'internet cafe visit pattern', 'distracted walk pattern', 'voluntary disappearance pattern', 'legal dispute pattern', 'parking lot near orchard with terence pattern', 'ocean cafe visit pattern', 'snowy parking lot near water with mother search pattern', 'parking lot near ocean pattern', 'snowy parking lot with creative works pattern', 'internet cafe visit after orchard pattern'}","{'left creative works behind', 'involved in legal dispute', 'in touch with unknown online group', 'left job unexpectedly'}",[],1,11,8870
105,0,0,0,1,3,1,3,0.05875199,0,59,3,0,62,"{'impulsive decision pattern', 'self harm attempt pattern', 'desert isolation pattern'}",{'job loss stress'},[],1,3,8919
106,0,1,0,0,5,1,5,0.084384985,2,5,2,0,7,"{'separation from family member pattern', 'abandoned by family member pattern', 'sudden change in environment pattern', 'unattended by family member pattern', 'unaccompanied minor pattern'}",{'withdrawn from university'},[],1,5,8940
107,0,1,0,2,11,3,11,0.49221304,0,36,0,36,0,"{'disoriented wander pattern', 'cafe wander pattern', 'relative house last seen pattern', 'self harm attempt pattern', 'festival disappearance pattern', 'walking route wander pattern', 'train station wander pattern', 'home wander pattern', 'relative house wander pattern', 'nursing home wander pattern', 'train station last seen pattern'}","{'in touch with unknown online group', 'seeking solitude', 'missing after outdoor festival'}",[],1,11,8957
108,0,3,0,1,10,4,10,0.47544593,0,11,0,2,9,"{'boating incident interest pattern', 'risky behavior pattern', 'self harm attempt pattern', 'boating incident pattern', 'visual impairment visa issues pattern', 'exploratory disorientation pattern', 'chronic stress escape pattern', 'disability disorientation pattern', 'cruise ship separation pattern', 'stress escape pattern'}","{'last seen near river', 'possible boating incident', 'suspected visa issues', 'chronic illness stress'}",[],1,10,8990
109,0,0,0,4,5,4,5,0.3190974,1,17,0,3,14,"{'solitude tendency pattern', 'solitude search pattern', 'sudden disappearance pattern', 'self harm attempt pattern', 'solitude history pattern'}","{'left behind no note', 'fear of deportation', 'recent discharge from care facility', 'recently outed lgbtq  identity'}",[],2,5,9003
110,0,3,0,1,9,4,9,0.3605058,4,7,2,2,7,"{'agitated mental health pattern', 'sea kayaking accident pattern', 'self harm attempt pattern', 'unusual habit pattern', 'disorientation pattern', 'unintentional wandering pattern', 'off course navigation pattern', 'failed meeting pattern', 'leaving phone at home pattern'}","{'possible sea kayaking accident', 'involved in criminal activity', 'left phone at home', 'mental health issues'}",[],1,9,9023
111,1,1,0,4,9,6,9,0.32874104,0,22,0,1,21,"{'unnoticed disappearance pattern', 'unaccounted disappearance pattern', 'sudden disappearance pattern', 'self harm attempt pattern', 'argument leading to disappearance pattern', 'map inspired disappearance pattern', 'adventure leading to disappearance pattern', 'expressed desire to disappear pattern', 'disagreement leading to disappearance pattern'}","{'left in middle of night', 'missing after outdoor festival', 'relationship breakdown', 'had maps of highlands', 'recently moved to area', 'expressed desire to disappear'}",[],1,9,9039
112,0,1,0,0,4,1,4,0.22079986,1,0,6,0,6,"{'getting lost pattern', 'sudden disappearance pattern', 'distress on rooftop pattern', 'avoiding authorities pattern'}",{'known to avoid authorities'},[],1,4,9062
113,0,2,0,0,13,2,13,0.4793396,1,18,3,2,19,"{'unknown group observation pattern', 'sudden disappearance pattern', 'leaving residence pattern', 'cult involvement pattern', 'witness to crime pattern', 'unplanned disappearance pattern', 'leaving friend house pattern', 'self harm indication pattern', 'self harm attempt pattern', 'expressed concerns pattern', 'alleyway observation pattern', 'older children observation pattern', 'mystery involvement pattern'}","{'possibly involved in cult', 'possible witness to crime'}",[],1,13,9095
114,0,1,0,1,12,2,12,0.26252228,0,64,0,3,61,"{'local cafe pattern', 'sister report pattern', 'safe location pattern', 'extended trip pattern', 'cruise ship pattern', 'self harm attempt pattern', 'book club pattern', 'remote border area pattern', 'home departure pattern', 'turret crescent pattern', 'border area pattern', 'neighbor house pattern'}","{'disappeared after hiking trip', 'disconnected utilities before leaving'}",[],1,12,9126
115,1,3,0,1,14,5,14,0.44348487,2,14,1,2,13,"{'sudden disappearance pattern', 'chronic stress induced wandering pattern', 'friend location pattern', 'snow area sighting pattern', 'phone left at safe house pattern', 'unknown medical condition pattern', 'self harm attempt pattern', 'snack break disappearance pattern', 'snow area friend location pattern', 'chronic stress induced snow area residence pattern', 'night out disappearance pattern', 'phone left behind pattern', 'snow area wandering pattern', 'snow area phone left behind pattern'}","{'missing after night out', 'mental health facility patient', 'left phone at home', 'unknown medical condition', 'chronic illness stress'}",[],1,14,9156
116,3,3,0,0,16,4,16,0.5326068,0,16,0,0,16,"{'church visit pattern', 'romantic rejection pattern', 'romantic rejection upset pattern', 'fringe group involvement pattern', 'mental health struggles at multiple locations pattern', 'rehab center attendance pattern', 'romantic rejection intensifying vulnerability pattern', 'rehab center visit pattern', 'distressed after conversation pattern', 'campground visit for solitude pattern', 'campground visit pattern', 'fringe group association pattern', 'hiking trip disappearance pattern', 'campground visit after farm visit pattern', 'hiking trip after rejection pattern', 'desire to be alone pattern'}","{'romantic rejection', 'disappeared after hiking trip', 'associated with political fringe group', 'mental health issues'}",[],1,16,9212
117,0,0,0,1,4,1,4,0.15709925,0,24,4,2,26,"{'mine visit pattern', 'elevator escape pattern', 'self harm attempt pattern', 'storm drain entry pattern'}",{'chronic illness stress'},[],1,4,9219
118,0,1,0,0,4,1,4,0.1829234,3,3,4,3,4,"{'repeated missing person pattern', 'failure to return pattern', 'history of concerning behavior pattern', 'no report pattern'}",{'has gone missing before'},[],2,4,9243
119,1,0,0,2,3,3,3,0.29542026,3,4,15,3,16,"{'anxiety indication pattern', 'solitude seeking pattern', 'premeditated disconnection pattern'}","{'seeking solitude', 'disconnected utilities before leaving', 'planned to sleep rough'}",[],1,3,9274
120,0,4,0,1,16,5,16,0.46416593,0,36,2,2,36,"{'sudden departure pattern', 'sudden departure from event pattern', 'sudden departure from home pattern', 'sudden communication breakdown and juvenile center pattern', 'stranger contact pattern', 'meeting with family member pattern', 'stranger contact amid dispute pattern', 'self harm attempt pattern', 'contact with family member pattern', 'sudden communication breakdown pattern', 'sudden departure from juvenile center pattern', 'sudden communication breakdown and home departure pattern', 'withdrawal and sudden departure pattern', 'withdrawal and stranger contact pattern', 'stranger contact and off grid pattern', 'stranger contact through media pattern'}","{'involved in legal dispute', 'withdrew from family', 'left in middle of night', 'contacted a stranger before vanishing', 'living off grid'}",[],1,16,9315
121,1,0,0,2,2,3,2,0.3296014,1,2,20,1,21,"{'self harm attempt pattern', 'solitude seeking pattern'}","{'personality changes before disappearance', 'recently moved to area', 'seeking solitude'}",[],1,2,9354
122,0,1,0,4,11,5,11,0.45321065,0,11,0,1,10,"{'exploratory behavior pattern', 'vulnerability leads to concerns pattern', 'self harm attempt pattern', 'solitude seeking pattern', 'family dynamics pattern', 'unusual behavior pattern', 'abandoned location shelter pattern', 'help from strangers pattern', 'isolation desire pattern', 'abandoned location frequency pattern', 'unfamiliar route navigation pattern'}","{'last seen at train station', 'unpaid debts', 'abduction suspicion', 'withdrawn from university', 'living off grid'}",[],1,11,9505
123,0,0,1,0,15,1,15,0.5370519,0,15,0,2,13,"{'failed to meet friends pattern', 'expressed interest in location pattern', 'wandering off alone pattern', 'sought temporary refuge pattern', 'playing near relative house pattern', 'wandering towards relative workplace pattern', 'disappeared after workplace visit pattern', 'self harm attempt pattern', 'left with friend to head towards relative house pattern', 'visiting relative house pattern', 'traveling between locations pattern', 'seemed frightened pattern', 'inadvertently took longer path pattern', 'withdrawn behavior pattern', 'explored familiar location pattern'}",{'recent escape from abusive household'},"[('recent escape from abusive household', 'sought temporary refuge pattern')]",1,15,9509
124,0,0,0,1,9,1,9,0.37099242,2,14,3,1,16,"{'sudden disappearance pattern', 'disconnection pattern', 'route deviation pattern', 'orchard related disappearance pattern', 'storm drain incident pattern', 'sports arena pattern', 'disorientation pattern', 'underground bunker pattern', 'storm drain direction pattern'}",{'no contact with close friends'},[],1,9,9516
125,0,0,0,2,3,2,3,0.17733188,1,24,1,1,24,"{'work related disappearance pattern', 'self harm attempt pattern', 'courtroom escape pattern'}","{'believed to be in another city', 'missing since court appearance'}",[],1,3,9545
126,0,2,1,1,11,4,11,0.3442656,7,6,18,3,21,"{'bingo hall disappearance pattern', 'alias disappearance pattern', 'solitude search pattern', 'sudden disappearance pattern', 'foul weather disappearance pattern', 'home disappearance pattern', 'self harm attempt pattern', 'foreign country disappearance pattern', 'shelter disappearance pattern', 'chronic illness disappearance pattern', 'mental health struggle pattern'}","{'used aliases in past', 'foul weather incident', 'did not collect medication', 'chronic illness stress'}","[('used aliases in past', 'alias disappearance pattern')]",2,11,9579
127,0,2,0,1,6,3,6,0.6233195,4,13,0,9,4,"{'forest entry pattern', 'paranoia about surveillance pattern', 'solitude seeking pattern', 'financial difficulty pattern', 'petting zoo visit pattern', 'agitation pattern'}","{'financial difficulties', 'recently moved to area', 'was paranoid about surveillance'}",[],1,6,9590
128,0,2,0,1,5,3,5,0.33440757,5,9,8,1,16,"{'criminal activity pattern', 'estranged relationship pattern', 'bar visit pattern', 'roadhouse visit pattern', 'dock visit pattern'}","{'estranged from relatives', 'overdue return from walk', 'involved in criminal activity'}",[],1,5,9610
129,0,2,1,1,10,4,10,0.49968052,0,10,0,0,10,"{'contemplation near location pattern', 'sudden departure pattern', 'unscheduled trip discussion pattern', 'uninformed travel pattern', 'facility conversation pattern', 'withdrawal after rejection pattern', 'no information pattern', 'distress and wandering pattern', 'heated argument pattern', 'skate park frequency pattern'}","{'romantic rejection', 'travelled without telling family', 'left behind no note', 'mental health issues'}","[('travelled without telling family', 'uninformed travel pattern')]",1,10,9635
130,0,1,1,2,5,4,5,1.0,0,104,0,1,103,"{'train station connection pattern', 'boarding school connection pattern', 'utility disconnection pattern', 'self harm attempt pattern', 'abrupt disappearance pattern'}","{'personality changes before disappearance', 'disconnected utilities before leaving', 'cut off communications', 'mental health issues'}","[('disconnected utilities before leaving', 'utility disconnection pattern')]",1,5,9650
131,0,3,0,1,5,4,5,0.30087042,1,5,1,0,6,"{'trauma related disappearance pattern', 'work related stress pattern', 'online game absorption pattern', 'protest related disappearance pattern', 'self harm expression pattern'}","{'obsession with online game or group', 'has history of trauma', 'left during storm', 'linked to organized protest'}",[],1,5,9687
132,0,0,0,0,22,0,22,0.3293318,1,24,0,0,24,"{'responsibility lack pattern', 'no pre existing condition pattern', 'extended trip pattern', 'relaxation driven pattern', 'awareness lack pattern', 'solitude driven pattern', 'no foul play pattern', 'accountability lack pattern', 'freedom driven pattern', 'adventure driven pattern', 'exploration driven pattern', 'communication breakdown pattern', 'poor planning pattern', 'colleague consideration lack pattern', 'safe discovery pattern', 'independence driven pattern', 'spontaneity driven pattern', 'no premeditation pattern', 'unreported absence pattern', 'consideration lack pattern', 'uninformed change of plans pattern', 'escape driven pattern'}",set(),[],3,22,9737
133,0,1,0,3,10,4,10,0.23650889,10,1,10,1,10,"{'exploratory behavior pattern', 'sudden absence pattern', 'seeking solace in multiple locations pattern', 'unplanned direction change pattern', 'frequent location change pattern', 'seeking solace in isolated areas pattern', 'sudden absence from school pattern', 'safe house link pattern', 'premeditated departure pattern', 'safe location discovered pattern'}","{'job loss stress', 'last seen near river', 'left in middle of night', 'disconnected utilities before leaving'}",[],1,10,9863
134,1,2,0,0,9,3,9,0.42674583,4,9,1,0,10,"{'straying from group outings pattern', 'involvement of family member pattern', 'boating incident during foul weather pattern', 'seeking shelter from weather pattern', 'adventurous spirit leading to refuge pattern', 'squatting near coast pattern', 'wandering to unfamiliar location pattern', 'concern about getting lost near ocean pattern', 'playing near shoreline pattern'}","{'foul weather incident', 'possible boating incident', 'suspected to be squatting'}",[],1,9,9873
135,0,2,0,3,6,5,6,0.40132335,6,1,10,1,10,"{'medication missed pattern', 'off grid lifestyle pattern', 'sewer wandering pattern', 'gang territory frequency pattern', 'vulnerable state near gang territory pattern', 'ski resort frequency pattern'}","{'did not collect medication', 'missing since court appearance', 'disowned by family', 'concerns over addiction', 'living off grid'}",[],1,6,9886
136,0,1,0,2,10,3,10,0.43334624,0,12,0,1,11,"{'social activity pattern', 'library pattern', 'routine stroll pattern', 'self harm attempt pattern', 'school related event pattern', 'adelaide place pattern', 'train station pattern', 'strathmartine rd pattern', 'physical therapy clinic pattern', 'distressed state pattern'}","{'used aliases in past', 'last seen at train station', 'recently outed lgbtq  identity'}",[],1,10,9906
137,0,2,0,2,6,4,6,0.24073687,3,4,7,0,11,"{'train boarding pattern', 'squatting activity pattern', 'cult interest pattern', 'distress and disconnection pattern', 'emotional distress pattern', 'unplanned travel pattern'}","{'possibly involved in cult', 'had maps of highlands', 'suspected to be squatting', 'linked to organized protest'}",[],1,6,9950
138,0,3,0,1,15,4,15,0.2558088,8,1,28,1,28,"{'criminal activity related disappearance pattern', 'repeated snow area visits pattern', 'repeated rest area visits pattern', 'repeated wilderness visits pattern', 'cognitive impairment related disappearance pattern', 'snow area exploration pattern', 'repeated wilderness rest area visits pattern', 'self harm attempt pattern', 'solitude seeking pattern', 'repeated residence visits pattern', 'impromptu adventure pattern', 'repeated rooftop visits pattern', 'repeated wilderness exploration pattern', 'disability related disappearance pattern', 'remote island interest pattern'}","{'believed to be in forested area', 'left behind no note', 'involved in criminal activity', 'visiting remote island'}",[],1,15,9960
139,0,6,0,0,16,6,16,0.3920638,15,11,6,11,6,"{'sudden absence pattern', 'hermit lifestyle interest pattern', 'neighbor visit pattern', 'independent spirit pattern', 'spoken of disappearing pattern', 'unexpected absence pattern', 'self harm attempt pattern', 'failed check in pattern', 'desire to disappear pattern', 'online group commune pattern', 'unplanned drive pattern', 'confusion pattern', 'frustration with authority pattern', 'online group influence pattern', 'spoken of vanishing pattern', 'expressed feeling unwell pattern'}","{'had spoken of disappearing', 'linked to organized protest', 'known to avoid authorities', 'interested in hermit lifestyle', 'in touch with unknown online group', 'possibly joined commune'}",[],1,16,9974
